Category,Sub Category,Vehicle Make,Model,Type,Part,Size,Brand,Item
BIMETAL,CONNECTING BEARING,TATA,"1612(697)","1612(697)","","30",BIMETAL,CS 2750 030
TIGER POWER,CYLINDER LINER,ASHOK LEYLAND,HINO,PRE FINISHED,W SLEEVE,STD,TIGER POWER,K2009501760
KSPG,MAIN BEARING,MAHINDRA,MDI 3200,MDI 3200,"","10",KSPG,M.332.3.00.013
KSPG,IG BUSH,MAHINDRA,SCORPIO,SCORPIO,"",STD,KSPG,G.357.5.20.703
TIGER POWER,CYLINDER LINER,TATA,CUMMINS,SEMI FINISHED,COLLAR,"40TH",TIGER POWER,K2005500566
TALBROS,GASKETS,TATA,"1612",FULL GASKET,DYNA SEAL,"",TALBROS,FS728DSXTCCSMK2
BANCO,GASKETS,MARUTI,GYPSY,SYR,VALVE COVER,"",BANCO,"5231261500SYR"
KAR VALVES,VALVE,EICHER,CANTER,MG 12V,"",STD,KAR VALVES,KV1571-572-12V
IPL,PISTON RING SET,MAHINDRA,AVL,AVL,"","",IPL,"642-6192V/4-STD"
TALBROS,GASKETS,MARUTI,"800",HEAD GASKET,DYNA SEAL,"",TALBROS,"3098DSX"
SPICER,SLIP YOKE,ASHOK LEYLAND,SPL 90,"","","",SPICER,SDSY0090SL120
TALBROS,GASKETS,PERKINS,P6,HALF GASKET,DYNA SEAL,"",TALBROS,HSIA122MK1
KSPG,MAIN & CR BRG,MARUTI,RITZ/SWIFT/DEZIRE,PETROL,"","10",KSPG,P.165.0.10.013
BANCO,GASKETS,MAHINDRA TRACTOR,"265/275 DI (3 CYL)",MVR,VALVE COVER,"",BANCO,"5658151515MVR"
BANCO,GASKETS,MASSEY FERGUSON,MF 135,AST,CHAMBER PACKING,"",BANCO,"5124221010AST"
BANCO,GASKETS,TATA,CUMMINS BS1 / BS2,SYR,VALVE COVER,"",BANCO,"5220521510SYR"
LEYPARTS,GEARBOX,ASHOK LEYLAND,"","4TH GEAR 36T 5S/6S",MAINSHAFT GEAR,"",LEYPARTS,F3424015
KSPG,MAIN BEARING,MAHINDRA,MHAWK,"4CYL","","30",KSPG,M.274.3.00.033
KAR VALVES,VALVE,ASHOK LEYLAND,HINO,NON TURBO,"",STD,KAR VALVES,KV1391-392
LEYPARTS,FRONT AXLE,ASHOK LEYLAND,"",FA-90,KING PIN THRUST BRG,"",LEYPARTS,F0P02900
BANCO,GASKETS,CHEVROLET,OPTRA1.6/AVEO (PETROL)4CYL,RUB,VALVE COVER,"",BANCO,"5340271500RUB"
TALBROS,GASKETS,TATA,"407",FULL GASKET,DYNA SEAL,"",TALBROS,FS3045DSXCS
KSPG,CONNECTING BEARING,ASHOK LEYLAND,LEYLAND,LEYLAND 370,"","60",KSPG,B.205.3.09.063
KAR VALVES,VALVE,ASHOK LEYLAND,LEYLAND,PTL,"",STD,KAR VALVES,KV1363-364
KSPG,MAIN BEARING,TATA,"1210","1210","",STD,KSPG,N.207.3.00.003
IPL,KITSET,MAHINDRA,BSIII,BS III,"","",IPL,"622-113603418VQY/1"
LEYPARTS,FILTERS,ASHOK LEYLAND,"",CRS,WATER SEPRATOR,"",LEYPARTS,X8820800
BANCO,GASKETS,MAHINDRA TRACTOR,"575 DI (4CYL.)",BANKITE,HEAD GASKET,"",BANCO,"56584600PSBKT"
BANCO,GASKETS,MASSEY FERGUSON,MF 135,COPPER / NON ASBESTOS,HEAD GASKET,"",BANCO,"5124220006CAC"
TIGER POWER,CYLINDER LINER,MAHINDRA,MAXIMMO,SEMI FINISHED,MAXIMMO,STD,TIGER POWER,K2006502960
LEYPARTS,FILTERS,ASHOK LEYLAND,"","10 TYRE (OUTER) (BSIII/BSIV)",AIR FILTER,"",LEYPARTS,F8211200
KAR VALVES,VALVE,TATA,CUMMINS,BS II,"","15",KAR VALVES,KV181915-82015
LEYPARTS,GEAR PARTS,ASHOK LEYLAND,"",BSII/BSIII/BSIV,GEAR SHIFT KNOB,"",LEYPARTS,B5431554
KAR VALVES,VALVE,JCB,DIESEL MAX,DIESEL MAX,"","5",KAR VALVES,KV1175-176-5
KAR VALVES,VALVE,MAHINDRA,NAVISTAR,NAVISTAR,"",STD,KAR VALVES,KV1853-854
LEYPARTS,SUSPENSION,ASHOK LEYLAND,"",ECOMET FRONT,ENGINE MOUNTING,"",LEYPARTS,F2606700
TALBROS,GASKETS,ASHOK LEYLAND,HINO (TURBO),FULL GASKET,DYNA SEAL,"",TALBROS,FS3088DS
KSPG,MAIN BEARING,TATA,"1612(697)","1612(697)","",STD,KSPG,M.246.3.00.003
LEYPARTS,DRIVE LINE,ASHOK LEYLAND,"","35X126 TUSKER",UJKIT,"",LEYPARTS,P5104074
KSPG,MAIN BEARING,MARUTI,"800 (CAR)","800 (CAR)","",STD,KSPG,M.110.3.00.003
KAR VALVES,VALVE,SWARAJ,"939",XM,"",STD,KAR VALVES,KV1479-480
RBL,BRAKE SHOE,TATA,TIAGO NON ABS,"","","",RBL,RBL/BS/078
KSPG,MAIN BEARING,SIMPSON,P4,P4,"","20",KSPG,N.211.5.00.023
BANCO,GASKETS,TATA,"1612",BANKITE,FULL GASKET,"",BANCO,"52206999PSBKT"
IPL,PISTON RING SET,ASHOK LEYLAND,LEYLAND,"411/412","","",IPL,"642-8992V-STD"
KAR VALVES,VALVE,BAJAJ,COMPACT,BS IV,"",STD,KAR VALVES,KV1181-182
BANCO,GASKETS,CHEVROLET,OPTRA1.6/AVEO (PETROL)4CYL,MLS(STEEL),FULL GASKET,"",BANCO,"5340279900MLS"
IPL,PISTON RING SET,HYUNDAI,SANTRO,SANTRO 1.1,"","",IPL,"642-6276G-STD"
KSPG,CONNECTING BEARING,EICHER,CANTER,"6CYL","",STD,KSPG,B.235.4.10.003
BIMETAL,CONNECTING BEARING,TATA,CUMMINS,CUMMINS (REG),"","0.75",BIMETAL,CS 5217 075
KSPG,CONNECTING BEARING,EICHER,CANTER,"6CYL","","10",KSPG,B.235.4.10.013
LEYPARTS,ENGINE,ASHOK LEYLAND,"",AL BSII FULL GASKET,GASKET,"",LEYPARTS,P2605317
KSPG,CONNECTING BEARING,MARUTI,"800 (CAR)","800 (CAR)","","40",KSPG,B.110.3.00.043
RBL,BRAKE SHOE,TATA,SAFARI DICOR (2.2),"","","",RBL,RBL/BS/045
TALBROS,TAPPET COVER,ASHOK LEYLAND,  HINO 4CYL,"","","",TALBROS,"27268"
IPL,PISTON RING SET,ASHOK LEYLAND,HINO,"6 DTI THICK RING","","",IPL,"642-9622V-STD"
TIGER POWER,CYLINDER LINER,MARUTI,GYPSY,SEMI FINISHED,GYPSY,STD,TIGER POWER,K2003100160
KSPG,MAIN BEARING,SIMPSON,S4,S4,"","10",KSPG,M.231.3.00.013
BANCO,GASKETS,ASHOK LEYLAND,HINO 4D-4 CYL,W/O VSS SAR,FULL GASKET,"",BANCO,"5360449910SAR"
LEYPARTS,GEARBOX,ASHOK LEYLAND,"","4 & 5 (27T)",SYNCHRO BODY,"",LEYPARTS,F1609511
BANCO,GASKETS,MAHINDRA,AVL 575 DI,BANKITE,FULL GASKET,"",BANCO,"55803499PSBKT"
LEYPARTS,CLUTCH,ASHOK LEYLAND,"","330DIA (BSIII/BSIV) ECOMET DIA PHRAGM",COVER ASSEMBLY,"",LEYPARTS,B1M03401
SETCO,FLYWHEEL RING,ASHOK LEYLAND,"15INCHES","160T","","",SETCO,SFR-5005
IPL,PISTON RING SET,ASHOK LEYLAND,HINO,"6 ETI THIN RING","","",IPL,"642-3401V-STD"
BANCO,GASKETS,TATA,CUMMINS BS 3,SNL,GEAR COVER & HOUSING/INNER TIMING GASKET,"",BANCO,"5220543710SNL"
LEYPARTS,BRAKE,ASHOK LEYLAND,"","7INCHES,10HOLES, REAR (S1)",BRAKE LINING,"",LEYPARTS,PD600532
USHA,PISTON SET,ASHOK LEYLAND,LEYLAND,"401","","",USHA,"227 RCP"
RBL,DISCPAD,FORD,ECO SPORT,"","","",RBL,RBL/DP/063
BANCO,GASKETS,TATA,"1613(697) TURBO",BAF,HALF GASKET,"",BANCO,"52207098PSBAF"
JMP,TRAILER BUSH,ASHOK LEYLAND,"",SPRING BUSH RE ,"","35X40.5X77",JMP,JB-207
GOETZE,PISTON SET,ASHOK LEYLAND,HINO,"6DTI EII","","",GOETZE,"07170PPCSD0000C1"
BANCO,GASKETS,MASSEY FERGUSON,"245/S-3/1035 DI",HLT,MAIN OIL SEAL,"",BANCO,"5124243800HLT"
TALBROS QHT,BALL SUSPENSION,ASHOK LEYLAND,ALL MODELS (30DIA),RIGHT,"","",TALBROS QHT,BJ07002R
KSPG,CAM BUSH,TATA,"407","407","",STD,KSPG,C.236.7.00.003
KSPG,MAIN BEARING,KIRLOSKAR,RA3,RA3,"","20",KSPG,M.038.4.01.023
BANCO,GASKETS,TATA,SUMO DLX/SAFARI,W/O CHG AST,FULL GASKET,"",BANCO,"5220369900AST"
LEYPARTS,CLUTCH,ASHOK LEYLAND,"","136T (BSII)",FLY WHEEL RING,"",LEYPARTS,F0741322
USHA,PISTON SET,ASHOK LEYLAND,HINO,HINO BSIII ( A PLATFORM),"","",USHA,H10 RCP
SETCO,FLYWHEEL RING,ASHOK LEYLAND,DOST,"119T","","",SETCO,SFR-5001
TALBROS,GASKETS,RENAULT,LOGAN,FULL GASKET,DYNA SEAL,"",TALBROS,FS3190WOCS
TALBROS,TAPPET COVER,TATA,"609/709","","","",TALBROS,"25998CT"
BANCO,GASKETS,TOYOTA,INNOVA,MLS(STEEL),HEAD GASKET,"",BANCO,"5239320000MLS"
KSPG,MAIN BEARING,TATA,"1210","1210","","30",KSPG,M.207.3.02.033
BANCO,GASKETS,TATA,"4 DL TURBO",PREMIUM RANGE,HEAD GASKET,"",BANCO,"5BEK36HG17"
BANCO,GASKETS,TATA,SUMO/MOBILE/SIERA/SAFAR,SYR,VALVE COVER,"",BANCO,"5220461500SYR"
KSPG,MAIN BEARING,ASHOK LEYLAND,HINO,HINO (EIII),"","10",KSPG,M.297.4.00.013
BANCO,GASKETS,HYUNDAI,VERNA/I20(DIESEL)4CYL,MLS(STEEL),HEAD GASKET,"",BANCO,"5224280000MLS"
BANCO,GASKETS,MAHINDRA,AVL 575 DI MILLOR TYPE,BANKITE,HALF GASKET,"",BANCO,"55803698PSBKT"
KSPG,CONNECTING BEARING,MAHINDRA,B275,B275,"",STD,KSPG,B.304.3.00.003
KAR VALVES,VALVE,HONDA,CITY,"","",STD,KAR VALVES,KV1173-174
RBL,BRAKE SHOE,HYUNDAI,VERNA,"","","",RBL,RBL/BS/041
KAR VALVES,VALVE,INDUSTRIAL-CUMMINS,GAS ENGINE,GAS ENGINE,"",STD,KAR VALVES,KV1808
BANCO,GASKETS,TATA,INDICA DIESEL,PREMIUM RANGE,HEAD GASKET,"",BANCO,"5BEK42HG20"
SETCO,BRAKE LINING,TATA,"1510/1612","10 HOLES REAR","","1MM",SETCO,SL-XP-TTS/2 (OS-1)
KAR VALVES,VALVE,MARUTI,ALTO,"","",STD,KAR VALVES,KV1189-190
KSPG,MAIN BUSH,TATA,IRIS/ZIP,IRIS/ZIP,"",STD,KSPG,L.420.5.20.703
IPL,PISTON SET,EICHER,CANTER,E483/683 TC BS II,"","",IPL,"602-12492W/1-STD"
IPL,PISTON RING SET,ASHOK LEYLAND,HINO,"6D/6E (Non Turbo)","","",IPL,"642-9612V/6-STD"
BANCO,GASKETS,ASHOK LEYLAND,BS II,SAL,HALF GASKET,"",BANCO,"53607398MSSAL"
BANCO,GASKETS,TATA,"1613(697) TURBO",BEK,FULL GASKET,"",BANCO,"52208299BEK"
BANCO,GASKETS,HONDA,ANAZE PETROL (4CYL),MLS(STEEL),HEAD GASKET,"",BANCO,"5230260000MLS"
KSPG,CONNECTING BEARING,TATA,"1210","1210","","40",KSPG,B.207.3.00.043
TIGER POWER,CYLINDER LINER,TATA,"609/709",SEMI FINISHED,THICK COLLAR (BS3),"20TH",TIGER POWER,K2007601295
BANCO,GASKETS,MAHINDRA TRACTOR,INTERNATIONAL B275,TFX,REAR AXLE PACKING,"",BANCO,"5658438203TFX"
RBL,BRAKE LINING,TATA,WTP,REAR 14 HOLES,R1203HLS,"2MM",RBL,RBL/WTP/2 2MM -R1203-HLS
RBL,BRAKE LINING,ASHOK LEYLAND,"7 INCHES",REAR 10 HOLES,HF7,STD,RBL,AL/TP/SM/3&4 STD HF7
TIGER POWER,CYLINDER LINER,TATA,CUMMINS,PRE FINISHED,COLLAR,"60TH",TIGER POWER,K2005600560
LEYPARTS,CLUTCH,ASHOK LEYLAND,"","14INCHES,3 LEVER",WITHDRAWL PLATE,"",LEYPARTS,B1300103
RBL,BRAKE SHOE,RENAULT,DUSTER & TERRANO,"","","",RBL,RBL/BS/075
KSPG,MAIN BEARING,TATA,NANO,NANO,"","20",KSPG,M.153.3.00.023
RBL,BRAKE LINING,SWARAJ,"720 & 855","720 & 855",LAC 45,Jan-32,RBL,RBL/SW/2 1/32 LAC45
USHA,CYLINDER LINER,TATA,CUMMINS,"","","",USHA,TATA CUMMINS 6BT
KSPG,CONNECTING BEARING,KIRLOSKAR,"6R 1080","6R 1080","","10",KSPG,B.006.4.00.013
BANCO,GASKETS,SIMPSON,S4,RC,VALVE COVER,"",BANCO,"5440291500RC"
TALBROS,GASKETS,ASHOK LEYLAND,"370/400",HALF GASKET,DYNA SEAL,"",TALBROS,HS115DSX
TALBROS,GASKETS,MARUTI,ZEN,HEAD GASKET,DYNA SEAL,"",TALBROS,"3112DSX"
KSPG,CONNECTING BEARING,ASHOK LEYLAND,LEYLAND,LEYLAND 370,"","20",KSPG,B.205.4.09.023
KSPG,MAIN BEARING,MARUTI,WAGONR,"3CYL","","20",KSPG,M.135.0.10.023
LEYPARTS,GEARBOX,ASHOK LEYLAND,"","1 & 2 , 45T, 9SPEED",SYNCHRO RING,"",LEYPARTS,FD900111
RBL,BRAKE SHOE,MAHINDRA,TRACTOR,"","","",RBL,RBL/BS/057
IPL,VALVE,SIMPSON,S3/245,S3/245,"",OS3,IPL,"712-VP09102"
BANCO,GASKETS,MASSEY FERGUSON,"245/S-3/1035 DI",AST,CHAMBER PACKING,"",BANCO,"5124241000AST"
TALBROS,GASKETS,TATA,"1109",FULL GASKET,DYNA SEAL,"",TALBROS,FS1109DSXTCCSMK2
SETCO,BRAKE LINING,ASHOK LEYLAND,"7 INCHES",REAR 10HOLES,SM,STD,SETCO,SL-XP-AL/TP/SM/3&4 (STD.)
KSPG,CONNECTING BEARING,TATA,CUMMINS,CUMMINS (REG),"","30",KSPG,B.245.4.00.033
RBL,BRAKE SHOE,MARUTI,ERTIGA & BREEZA,"","","",RBL,RBL/BS/062
TALBROS,GASKETS,TATA,"207",HEAD GASKET,EXCEL,"",TALBROS,"3068DSXNA1OS"
TALBROS,GASKETS,MAHINDRA,"265",HEAD GASKET,DYNA SEAL,"",TALBROS,"3069DSXFC"
BANCO,GASKETS,TATA,CUMMINS BS1 / BS2,AST,COVERSION SET WITH CHAMBER PACKING,"",BANCO,"5220529500AST"
TALBROS,GASKETS,TATA,"1613",FULL GASKET,DYNA SEAL,"",TALBROS,FS1613DSXTCCSMK2
RBL,BRAKE LINING,SWARAJ,"720 & 855","720 & 855",LAC 45,STD,RBL,RBL/SW/2 STD LAC45
BANCO,GASKETS,TATA,"709 NON TURBO",MLS(STEEL),FULL GASKET,"",BANCO,"5220479900MLS"
KSPG,CONNECTING BUSH,TATA,SUMO,SUMO(4DL),"",STD,KSPG,PS.234.5.00.703
BANCO,GASKETS,MARUTI,WAGON R/ALTO LX,GAF,HEAD GASKET,"",BANCO,"52313100PSGAF"
TALBROS,GASKETS,ASHOK LEYLAND,HINO (TURBO),FULL GASKET,MLS ( STEEL),"",TALBROS,FS3088MLSWOS
USHA,PISTON RING SET,ASHOK LEYLAND,LEYLAND 401,S2CR,"","",USHA,"227 S2CR"
LEYPARTS,GEARBOX,ASHOK LEYLAND,"",REVERSE IDLER GEAR,BEARINGS,"",LEYPARTS,F0255010
KAR VALVES,VALVE,ASHOK LEYLAND,LEYLAND-BS II,LEYLAND-BS II,"",STD,KAR VALVES,KV1281-282
KSPG,MAIN BEARING,MARUTI,ASTAR/ZEN ESTILO/ALTO K10,ASTAR/ZEN ESTILO/ALTO K10,"","20",KSPG,M.165.0.00.023
KSPG,MAIN BEARING,SIMPSON,P4,P4,"","10",KSPG,N.211.5.00.013
IPL,PISTON SET,ASHOK LEYLAND,HINO,BS III 180HP,"","",IPL,"602-13476W-STD"
KSPG,MAIN BEARING,ASHOK LEYLAND,HINO,HINO (REG),"",STD,KSPG,M.241.4.00.003
BANCO,GASKETS,TATA,"1612",BANKITE,FULL GASKET,"",BANCO,"52206599PSBKT"
IPL,PISTON SET,TATA,SUMO (4DL),SUMO (4DL),"","",IPL,"602-11343W-STD"
KSPG,CONNECTING BUSH,TATA,INDICA,INDICA,"",STD,KSPG,S.119.5.00.703
KAR VALVES,VALVE,INDUSTRIAL-CUMMINS,K,K,"",STD,KAR VALVES,KV1840
TALBROS,GASKETS,MAHINDRA,"265",FULL GASKET,DYNA SEAL,"",TALBROS,FS3069DSXFC
BANCO,GASKETS,BALWAN TRACTORS,BALWAN TRACTORS,BANKITE,HEAD GASKET,"",BANCO,"53702400PSBKT"
KAR VALVES,VALVE,MASSEY FERGUSON,SIMPSON(91SG3003),SIMPSON(91SG3003),"",STD,KAR VALVES,KV1987-988
KSPG,CONNECTING BEARING,TATA,ACE DICOR,ACE DICOR,"","20",KSPG,B.186.0.00.023
LEYPARTS,ACCESSORIES,ASHOK LEYLAND,"",GAITER 30CM,GAITER 30CM,"",LEYPARTS,"5HXW001"
BANCO,GASKETS,TATA,"407 NON TURBO",W/O CHG AST,HALF GASKET,"",BANCO,"5220449800AST"
TALBROS,GASKETS,TATA,"697",HALF GASKET,DYNA SEAL,"",TALBROS,HS728DSXTCCT
BANCO,GASKETS,TATA,"1612",RCC,TIMING COVER,"",BANCO,"5220693600RCC"
BANCO,GASKETS,TATA,NEXON,MLS(STEEL),HEAD GASKET,"",BANCO,"5220450000MLS"
KSPG,CONNECTING BEARING,EICHER,CANTER,"6CYL","","20",KSPG,B.235.4.10.023
BANCO,GASKETS,TATA,CUMMINS BS 3,BANCO EXTRA POWER,FULL GASKET,"",BANCO,"5220549910BEP"
TIGER POWER,CYLINDER LINER,KIRLOSKAR,R 1040,PRE FINISHED,R 1040,STD,TIGER POWER,K2501800160
TIGER POWER,VALVE GUIDE,EICHER,CANTER,"","","",TIGER POWER,VG200130160
TIGER POWER,CYLINDER LINER,MAHINDRA,AVL,PRE FINISHED,COMMON SILVER,STD,TIGER POWER,K2000401384
RBL,DISCPAD,HONDA,CITY,"","","",RBL,RBL/DP/015
IPL,KITSET,MARUTI,"800 ( CAR)","800 ( CAR)","","",IPL,"622-10307L1144-STD"
BANCO,GASKETS,MAHINDRA,MDI 3200,BANKITE,HALF GASKET,"",BANCO,"55803898PSBKT"
LEYPARTS,ENGINE,ASHOK LEYLAND,"","402/412 & ALBS2",OIL PUMP,"",LEYPARTS,B8719901
KSPG,CONNECTING BEARING,SIMPSON,S4,S4,"","20",KSPG,B.231.3.00.023
BANCO,GASKETS,MARUTI,CAR/VAN,HLT,DISTRIBUTOR CASE,"",BANCO,"5231115600HLT"
KSPG,MAIN & CR BRG,MARUTI,"800 (CAR)","800 (CAR)","","50",KSPG,P.110.3.00.053
RBL,BRAKE LINING,ASHOK LEYLAND,"5 INCHES",FRONT 10 HOLES,HF7,"1/32",RBL,AL/TP/SM/1&2 1/32
LEYPARTS,CLUTCH,ASHOK LEYLAND,"","330DIA (ECOMET)",CLUTCH RELEASE BEARING,"",LEYPARTS,F3422622
KAR VALVES,VALVE,MARUTI,CELERIO,PETROL,"",STD,KAR VALVES,KV1149-150
TALBROS,GASKETS,TATA,"697",HALF GASKET,DYNA SEAL,"",TALBROS,HS728SBGTCMK2
KSPG,CONNECTING BEARING,ESCORTS,E3.215,E3.215,"","10",KSPG,B.330.4.00.013
RBL,BRAKE LINING,EICHER,"",FR & RR 12 HOLES,HF7,STD,RBL,RBL/T1009TT/1 STD
TALBROS,TRANSMISSION SET,TATA,"1612",TRAMSMISSON SET,"","",TALBROS,TS16820P
BANCO,GASKETS,MARUTI,SWIFT DIESEL,MLS(STEEL),HEAD GASKET,"",BANCO,"5231160016MLS"
RBL,BRAKE LINING,TATA,"1510/1612",REAR 10 HOLES,HF7,"2MM",RBL,TT/TP/SM/2 2MM HF7
IPL,PISTON RING SET,KIRLOSKAR,SL 90,SL 90,"","",IPL,"642-9362V-STD"
LEYPARTS,GEARBOX,ASHOK LEYLAND,"","5 & 6, 42TEETH",SYNCHRO BODY,"",LEYPARTS,F1672511
KAR VALVES,VALVE,TATA,CUMMINS,BS II,"",STD,KAR VALVES,KV1819-820
TALBROS,GASKETS,MARUTI,ESTEEM,FULL GASKET,DYNA SEAL,"",TALBROS,FS3111DSX
KAR VALVES,VALVE,HYUNDAI,ACCENT,PETROL,"",STD,KAR VALVES,KV1223-224
USHA,PISTON SET,ASHOK LEYLAND,HINO,BSIII/BSIV,"","",USHA,H23 RCP
RBL,BRAKE LINING,TATA,"1510/1612",FRONT 10 HOLES,HF7,"2MM",RBL,TT/TP/SM/1 2MM
TIGER POWER,CYLINDER LINER,ASHOK LEYLAND,HINO,PRE FINISHED,HINO 1TH,"1TH",TIGER POWER,K2009502660
TALBROS,VALVE STEM SEALS,ASHOK LEYLAND,AL BS II,"","","",TALBROS,VSS3104
RBL,BRAKE LINING,VOLVO,VOLVO FM,FRONT 14 HOLES,GT11-HLS,STD,RBL,VL/87/2 STD GT11-HLS
TALBROS,GASKETS,HYUNDAI,I20 DIESEL,FULL GASKET,DYNA SEAL,"",TALBROS,FS3185WOCS
KSPG,MAIN BEARING,MARUTI,ALTO,ALTO,"","10",KSPG,B.135.0.10.013
IPL,PISTON RING SET,SIMPSON,S4,"3RV","","",IPL,"642-9754D/3-STD"
BIMETAL,CONNECTING BEARING,ASHOK LEYLAND,HINO,HINO ( EIII),"","20",BIMETAL,CS 5800 020
KSPG,MAIN BEARING,SIMPSON,AD3152,AD3152,"",STD,KSPG,M.218.3.00.003
USHA,PISTON RING SET,ASHOK LEYLAND,HINO,SSM,"","",USHA,"271 RCP"
LEYPARTS,CABLES,ASHOK LEYLAND,"","412 TCAC BS2",ARENS CONTROL COMPLETE,"",LEYPARTS,B3736302
TALBROS,GASKETS,TATA,"697",HEAD GASKET,DYNA SEAL,"",TALBROS,"728SBGTC"
BANCO,GASKETS,TATA,CUMMINS BS 3,W/O CHG APQB,FULL GASKET,"",BANCO,"5220549920APQB"
KAR VALVES,VALVE,TATA,"1612",TURBO,"",STD,KAR VALVES,KV1343-344
KSPG,MAIN & CR BRG,MARUTI,WAGONR,"4CYL","","20",KSPG,P.135.0.00.023
TIGER POWER,CYLINDER LINER,ASHOK LEYLAND,HINO,PRE FINISHED,W GOLD,STD,TIGER POWER,K2009502160
TIGER POWER,CYLINDER LINER,TATA,"609/709",SEMI FINISHED,THIN COLLAR,STD,TIGER POWER,K2007600195
LEYPARTS,CLUTCH,ASHOK LEYLAND,"",SPRING CUP KIT,SPRING CUP KIT,"",LEYPARTS,P3119251
IPL,VALVE,EICHER,CANTER,CANTER,"",STD,IPL,"712-VE10001"
KSPG,CONNECTING BEARING,ASHOK LEYLAND,DOST,DOST,"","10",KSPG,B.298.0.00.013
KAR VALVES,VALVE,MARUTI,SX4,PETROL,"",STD,KAR VALVES,KV1237-238
LEYPARTS,CLUTCH,ASHOK LEYLAND,"","3LEVER (BSIV)",WITHDRAWL PLATE,"",LEYPARTS,PD600558
KSPG,THRUST WASHER,MAHINDRA,MAXIMO,MAXIMO,"",STD,KSPG,W.166.5.00.003
BANCO,GASKETS,TATA,"709 NON TURBO",BANKITE,VALVE COVER,"",BANCO,"52204715PSBKT"
BANCO,GASKETS,MAHINDRA TRACTOR,INTERNATIONAL B275,PQB,GEAR BOX,"",BANCO,"5658433910PQB"
KAR VALVES,VALVE,HMT,ZETOR,AVL DI,"",STD,KAR VALVES,KV1755-756
RBL,BRAKE LINING,ASHOK LEYLAND,"8 INCHES",REAR 12 HOLES,GT11 HLS,"1/32",RBL,AL/TP/HLP/B/10&11 1/32
BANCO,GASKETS,MAHINDRA TRACTOR,ARJUN,NAM,CHAMBER PACKING,"",BANCO,"5658401000NAM"
TALBROS,GASKETS,PERKINS,P3,FULL GASKET,DYNA SEAL,"",TALBROS,FSIA467A
KSPG,CONNECTING BEARING,TATA,"1612(697)","1612(697)","","40",KSPG,B.217.3.00.043
KAR VALVES,VALVE,INDUSTRIAL-CUMMINS,NT,NT,"",STD,KAR VALVES,KV1809-2V
BANCO,GASKETS,TATA,"407 NON TURBO",MLG,HEAD GASKET,"",BANCO,"52204400PSMLG"
BANCO,GASKETS,MAHINDRA,PEUGEOT XDP-4 MILLOR TYPE,SAL,FULL GASKET,"",BANCO,"55803599PSSAL"
TALBROS,GASKETS,MARUTI,ZEN MPFI,FULL GASKET,DYNA SEAL,"",TALBROS,FS3112DSX
KSPG,CONNECTING BEARING,KIRLOSKAR,HA 494,HA 394,"",STD,KSPG,B.074.4.00.003
BANCO,GASKETS,HYUNDAI,VERNA/I20(DIESEL)4CYL,RUB,VALVE COVER,"",BANCO,"5224281500RUB"
KSPG,CONNECTING BEARING,KIRLOSKAR,HA 394,HA 394,"",STD,KSPG,B.073.4.00.003
RBL,BRAKE LINING,TATA,"709",FR & RR 12 HOLES,HF7,"2MM",RBL,RBL/T709/1 2MM
KAR VALVES,VALVE,KOMATSU,"2120933","2120933","",STD,KAR VALVES,KV1560
SETCO,UJCROSS,TATA,"14TYRE PATTI TYPE","","","49.29X154.9",SETCO,SC-9004
TALBROS,GASKETS,TATA,"697",FULL GASKET,DYNA SEAL,"",TALBROS,FS728DSXMCS
TIGER POWER,CYLINDER LINER,ASHOK LEYLAND,"400",PRE FINISHED,EURO,"5TH",TIGER POWER,K2000200260
BANCO,GASKETS,TATA,"407 NON TURBO",VCP,VALVE COVER,"",BANCO,"5220441510VCP"
BANCO,GASKETS,MASSEY FERGUSON,MF 135,HLT,MAIN DRIVE SHAFT RETAINING,"",BANCO,"5124236205HLT"
IPL,PISTON RING SET,ASHOK LEYLAND,LEYLAND,"401/402","","",IPL,"642-8962-STD"
LEYPARTS,GEARBOX,ASHOK LEYLAND,"","4TH GEAR, 23TEETH",MAIN SHAFT GEARS,"",LEYPARTS,F1614511
BANCO,GASKETS,MARUTI,SWIFT DIESEL,W/O CHG AST,FULL GASKET,"",BANCO,"5231169900AST"
SUPER PAC,GASKETS,TATA,CUMMINS BS-II,HALF GASKET,WITH VALVE STEM SEALS,"",SUPER PAC,HS3156DSXNA
RBL,BRAKE LINING,TATA,WTP,FRONT 14 HOLES,R1201,STD,RBL,RBL/WTP/1 STD-R1203-HLS
RBL,BRAKE LINING,AMW,AMW,FRONT 10 HOLES,RAF7,Jan-32,RBL,RBL/AMW/F/1 1/32 RAF7
KAR VALVES,VALVE,KOMATSU,"51Z1180364","51Z1180364","",STD,KAR VALVES,KV1868
IPL,PISTON RING SET,TATA,INDICA,INDICA DIESEL,"","",IPL,"642-9862Q-STD"
BANCO,GASKETS,MAHINDRA,MDI 3200 TURBO,MLS(STEEL),HEAD GASKET,"",BANCO,"5580410000MLS"
LEYPARTS,SUSPENSION,ASHOK LEYLAND,"",M8,ACCELEATOR BALL JOINT,"",LEYPARTS,F1700900
RBL,BRAKE LINING,ASHOK LEYLAND,"7 INCHES",REAR 10 HOLES,GT11 HLS,STD,RBL,AL/TP/HLP/3&4 STD
LEYPARTS,GEARBOX,ASHOK LEYLAND,"","4TH GEAR, 31TEETH",COUNTER GEARS,"",LEYPARTS,F8A05011
